id,source_split,split,pre_image,post_image,mask_path
socal-fire_00000032,train,val,data\xview2_real\train\images\socal-fire_00000032_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000032_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000032_post_disaster_target.png
hurricane-michael_00000480,train,val,data\xview2_real\train\images\hurricane-michael_00000480_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000480_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000480_post_disaster_target.png
midwest-flooding_00000408,train,val,data\xview2_real\train\images\midwest-flooding_00000408_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000408_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000408_post_disaster_target.png
hurricane-matthew_00000130,train,val,data\xview2_real\train\images\hurricane-matthew_00000130_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000130_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000130_post_disaster_target.png
santa-rosa-wildfire_00000337,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000337_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000337_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000337_post_disaster_target.png
midwest-flooding_00000010,train,val,data\xview2_real\train\images\midwest-flooding_00000010_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000010_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000010_post_disaster_target.png
midwest-flooding_00000157,train,val,data\xview2_real\train\images\midwest-flooding_00000157_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000157_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000157_post_disaster_target.png
hurricane-florence_00000085,train,val,data\xview2_real\train\images\hurricane-florence_00000085_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000085_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000085_post_disaster_target.png
palu-tsunami_00000005,train,val,data\xview2_real\train\images\palu-tsunami_00000005_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000005_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000005_post_disaster_target.png
midwest-flooding_00000058,train,val,data\xview2_real\train\images\midwest-flooding_00000058_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000058_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000058_post_disaster_target.png
socal-fire_00000508,train,val,data\xview2_real\train\images\socal-fire_00000508_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000508_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000508_post_disaster_target.png
socal-fire_00000110,train,val,data\xview2_real\train\images\socal-fire_00000110_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000110_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000110_post_disaster_target.png
hurricane-matthew_00000278,train,val,data\xview2_real\train\images\hurricane-matthew_00000278_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000278_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000278_post_disaster_target.png
hurricane-harvey_00000169,train,val,data\xview2_real\train\images\hurricane-harvey_00000169_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000169_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000169_post_disaster_target.png
santa-rosa-wildfire_00000187,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000187_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000187_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000187_post_disaster_target.png
mexico-earthquake_00000192,train,val,data\xview2_real\train\images\mexico-earthquake_00000192_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000192_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000192_post_disaster_target.png
hurricane-matthew_00000368,train,val,data\xview2_real\train\images\hurricane-matthew_00000368_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000368_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000368_post_disaster_target.png
hurricane-florence_00000481,train,val,data\xview2_real\train\images\hurricane-florence_00000481_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000481_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000481_post_disaster_target.png
mexico-earthquake_00000153,train,val,data\xview2_real\train\images\mexico-earthquake_00000153_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000153_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000153_post_disaster_target.png
hurricane-florence_00000314,train,val,data\xview2_real\train\images\hurricane-florence_00000314_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000314_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000314_post_disaster_target.png
santa-rosa-wildfire_00000298,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000298_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000298_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000298_post_disaster_target.png
mexico-earthquake_00000039,train,val,data\xview2_real\train\images\mexico-earthquake_00000039_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000039_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000039_post_disaster_target.png
santa-rosa-wildfire_00000362,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000362_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000362_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000362_post_disaster_target.png
socal-fire_00001118,train,val,data\xview2_real\train\images\socal-fire_00001118_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001118_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001118_post_disaster_target.png
hurricane-matthew_00000252,train,val,data\xview2_real\train\images\hurricane-matthew_00000252_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000252_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000252_post_disaster_target.png
hurricane-matthew_00000104,train,val,data\xview2_real\train\images\hurricane-matthew_00000104_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000104_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000104_post_disaster_target.png
hurricane-michael_00000058,train,val,data\xview2_real\train\images\hurricane-michael_00000058_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000058_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000058_post_disaster_target.png
hurricane-harvey_00000045,train,val,data\xview2_real\train\images\hurricane-harvey_00000045_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000045_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000045_post_disaster_target.png
hurricane-matthew_00000016,train,val,data\xview2_real\train\images\hurricane-matthew_00000016_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000016_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000016_post_disaster_target.png
midwest-flooding_00000076,train,val,data\xview2_real\train\images\midwest-flooding_00000076_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000076_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000076_post_disaster_target.png
midwest-flooding_00000018,train,val,data\xview2_real\train\images\midwest-flooding_00000018_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000018_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000018_post_disaster_target.png
santa-rosa-wildfire_00000084,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000084_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000084_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000084_post_disaster_target.png
socal-fire_00000420,train,val,data\xview2_real\train\images\socal-fire_00000420_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000420_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000420_post_disaster_target.png
hurricane-florence_00000123,train,val,data\xview2_real\train\images\hurricane-florence_00000123_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000123_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000123_post_disaster_target.png
socal-fire_00001390,train,val,data\xview2_real\train\images\socal-fire_00001390_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001390_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001390_post_disaster_target.png
hurricane-florence_00000395,train,val,data\xview2_real\train\images\hurricane-florence_00000395_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000395_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000395_post_disaster_target.png
mexico-earthquake_00000074,train,val,data\xview2_real\train\images\mexico-earthquake_00000074_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000074_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000074_post_disaster_target.png
santa-rosa-wildfire_00000228,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000228_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000228_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000228_post_disaster_target.png
midwest-flooding_00000326,train,val,data\xview2_real\train\images\midwest-flooding_00000326_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000326_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000326_post_disaster_target.png
socal-fire_00000549,train,val,data\xview2_real\train\images\socal-fire_00000549_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000549_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000549_post_disaster_target.png
socal-fire_00001274,train,val,data\xview2_real\train\images\socal-fire_00001274_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001274_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001274_post_disaster_target.png
hurricane-matthew_00000156,train,val,data\xview2_real\train\images\hurricane-matthew_00000156_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000156_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000156_post_disaster_target.png
hurricane-florence_00000120,train,val,data\xview2_real\train\images\hurricane-florence_00000120_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000120_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000120_post_disaster_target.png
hurricane-michael_00000017,train,val,data\xview2_real\train\images\hurricane-michael_00000017_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000017_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000017_post_disaster_target.png
socal-fire_00001376,train,val,data\xview2_real\train\images\socal-fire_00001376_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001376_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001376_post_disaster_target.png
hurricane-harvey_00000366,train,val,data\xview2_real\train\images\hurricane-harvey_00000366_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000366_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000366_post_disaster_target.png
socal-fire_00000494,train,val,data\xview2_real\train\images\socal-fire_00000494_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000494_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000494_post_disaster_target.png
palu-tsunami_00000047,train,val,data\xview2_real\train\images\palu-tsunami_00000047_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000047_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000047_post_disaster_target.png
santa-rosa-wildfire_00000235,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000235_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000235_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000235_post_disaster_target.png
socal-fire_00000598,train,val,data\xview2_real\train\images\socal-fire_00000598_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000598_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000598_post_disaster_target.png
hurricane-harvey_00000501,train,val,data\xview2_real\train\images\hurricane-harvey_00000501_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000501_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000501_post_disaster_target.png
socal-fire_00000576,train,val,data\xview2_real\train\images\socal-fire_00000576_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000576_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000576_post_disaster_target.png
midwest-flooding_00000216,train,val,data\xview2_real\train\images\midwest-flooding_00000216_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000216_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000216_post_disaster_target.png
hurricane-harvey_00000462,train,val,data\xview2_real\train\images\hurricane-harvey_00000462_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000462_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000462_post_disaster_target.png
socal-fire_00001352,train,val,data\xview2_real\train\images\socal-fire_00001352_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001352_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001352_post_disaster_target.png
hurricane-florence_00000325,train,val,data\xview2_real\train\images\hurricane-florence_00000325_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000325_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000325_post_disaster_target.png
santa-rosa-wildfire_00000338,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000338_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000338_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000338_post_disaster_target.png
hurricane-michael_00000222,train,val,data\xview2_real\train\images\hurricane-michael_00000222_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000222_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000222_post_disaster_target.png
santa-rosa-wildfire_00000056,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000056_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000056_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000056_post_disaster_target.png
hurricane-matthew_00000301,train,val,data\xview2_real\train\images\hurricane-matthew_00000301_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000301_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000301_post_disaster_target.png
hurricane-michael_00000061,train,val,data\xview2_real\train\images\hurricane-michael_00000061_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000061_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000061_post_disaster_target.png
hurricane-matthew_00000355,train,val,data\xview2_real\train\images\hurricane-matthew_00000355_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000355_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000355_post_disaster_target.png
hurricane-florence_00000436,train,val,data\xview2_real\train\images\hurricane-florence_00000436_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000436_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000436_post_disaster_target.png
socal-fire_00000038,train,val,data\xview2_real\train\images\socal-fire_00000038_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000038_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000038_post_disaster_target.png
socal-fire_00000451,train,val,data\xview2_real\train\images\socal-fire_00000451_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000451_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000451_post_disaster_target.png
hurricane-michael_00000119,train,val,data\xview2_real\train\images\hurricane-michael_00000119_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000119_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000119_post_disaster_target.png
hurricane-michael_00000024,train,val,data\xview2_real\train\images\hurricane-michael_00000024_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000024_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000024_post_disaster_target.png
mexico-earthquake_00000053,train,val,data\xview2_real\train\images\mexico-earthquake_00000053_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000053_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000053_post_disaster_target.png
hurricane-michael_00000046,train,val,data\xview2_real\train\images\hurricane-michael_00000046_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000046_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000046_post_disaster_target.png
midwest-flooding_00000151,train,val,data\xview2_real\train\images\midwest-flooding_00000151_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000151_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000151_post_disaster_target.png
midwest-flooding_00000175,train,val,data\xview2_real\train\images\midwest-flooding_00000175_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000175_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000175_post_disaster_target.png
santa-rosa-wildfire_00000297,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000297_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000297_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000297_post_disaster_target.png
hurricane-michael_00000365,train,val,data\xview2_real\train\images\hurricane-michael_00000365_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000365_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000365_post_disaster_target.png
hurricane-florence_00000469,train,val,data\xview2_real\train\images\hurricane-florence_00000469_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000469_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000469_post_disaster_target.png
santa-rosa-wildfire_00000179,train,val,data\xview2_real\train\images\santa-rosa-wildfire_00000179_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000179_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000179_post_disaster_target.png
hurricane-florence_00000393,train,val,data\xview2_real\train\images\hurricane-florence_00000393_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000393_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000393_post_disaster_target.png
palu-tsunami_00000140,train,val,data\xview2_real\train\images\palu-tsunami_00000140_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000140_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000140_post_disaster_target.png
socal-fire_00001177,train,val,data\xview2_real\train\images\socal-fire_00001177_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001177_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001177_post_disaster_target.png
hurricane-matthew_00000353,train,val,data\xview2_real\train\images\hurricane-matthew_00000353_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000353_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000353_post_disaster_target.png
hurricane-matthew_00000137,train,val,data\xview2_real\train\images\hurricane-matthew_00000137_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000137_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000137_post_disaster_target.png
midwest-flooding_00000006,test,test,data\xview2_real\test\images\midwest-flooding_00000006_pre_disaster.png,data\xview2_real\test\images\midwest-flooding_00000006_post_disaster.png,data\xview2_real\test\masks\midwest-flooding_00000006_post_disaster_target.png
hurricane-michael_00000450,test,test,data\xview2_real\test\images\hurricane-michael_00000450_pre_disaster.png,data\xview2_real\test\images\hurricane-michael_00000450_post_disaster.png,data\xview2_real\test\masks\hurricane-michael_00000450_post_disaster_target.png
socal-fire_00000431,test,test,data\xview2_real\test\images\socal-fire_00000431_pre_disaster.png,data\xview2_real\test\images\socal-fire_00000431_post_disaster.png,data\xview2_real\test\masks\socal-fire_00000431_post_disaster_target.png
hurricane-matthew_00000010,test,test,data\xview2_real\test\images\hurricane-matthew_00000010_pre_disaster.png,data\xview2_real\test\images\hurricane-matthew_00000010_post_disaster.png,data\xview2_real\test\masks\hurricane-matthew_00000010_post_disaster_target.png
hurricane-matthew_00000022,test,test,data\xview2_real\test\images\hurricane-matthew_00000022_pre_disaster.png,data\xview2_real\test\images\hurricane-matthew_00000022_post_disaster.png,data\xview2_real\test\masks\hurricane-matthew_00000022_post_disaster_target.png
hurricane-florence_00000129,test,test,data\xview2_real\test\images\hurricane-florence_00000129_pre_disaster.png,data\xview2_real\test\images\hurricane-florence_00000129_post_disaster.png,data\xview2_real\test\masks\hurricane-florence_00000129_post_disaster_target.png
hurricane-harvey_00000342,test,test,data\xview2_real\test\images\hurricane-harvey_00000342_pre_disaster.png,data\xview2_real\test\images\hurricane-harvey_00000342_post_disaster.png,data\xview2_real\test\masks\hurricane-harvey_00000342_post_disaster_target.png
socal-fire_00001074,test,test,data\xview2_real\test\images\socal-fire_00001074_pre_disaster.png,data\xview2_real\test\images\socal-fire_00001074_post_disaster.png,data\xview2_real\test\masks\socal-fire_00001074_post_disaster_target.png
socal-fire_00000133,test,test,data\xview2_real\test\images\socal-fire_00000133_pre_disaster.png,data\xview2_real\test\images\socal-fire_00000133_post_disaster.png,data\xview2_real\test\masks\socal-fire_00000133_post_disaster_target.png
hurricane-michael_00000121,test,test,data\xview2_real\test\images\hurricane-michael_00000121_pre_disaster.png,data\xview2_real\test\images\hurricane-michael_00000121_post_disaster.png,data\xview2_real\test\masks\hurricane-michael_00000121_post_disaster_target.png
socal-fire_00001128,test,test,data\xview2_real\test\images\socal-fire_00001128_pre_disaster.png,data\xview2_real\test\images\socal-fire_00001128_post_disaster.png,data\xview2_real\test\masks\socal-fire_00001128_post_disaster_target.png
hurricane-florence_00000317,test,test,data\xview2_real\test\images\hurricane-florence_00000317_pre_disaster.png,data\xview2_real\test\images\hurricane-florence_00000317_post_disaster.png,data\xview2_real\test\masks\hurricane-florence_00000317_post_disaster_target.png
midwest-flooding_00000256,test,test,data\xview2_real\test\images\midwest-flooding_00000256_pre_disaster.png,data\xview2_real\test\images\midwest-flooding_00000256_post_disaster.png,data\xview2_real\test\masks\midwest-flooding_00000256_post_disaster_target.png
santa-rosa-wildfire_00000269,test,test,data\xview2_real\test\images\santa-rosa-wildfire_00000269_pre_disaster.png,data\xview2_real\test\images\santa-rosa-wildfire_00000269_post_disaster.png,data\xview2_real\test\masks\santa-rosa-wildfire_00000269_post_disaster_target.png
santa-rosa-wildfire_00000329,test,test,data\xview2_real\test\images\santa-rosa-wildfire_00000329_pre_disaster.png,data\xview2_real\test\images\santa-rosa-wildfire_00000329_post_disaster.png,data\xview2_real\test\masks\santa-rosa-wildfire_00000329_post_disaster_target.png
hurricane-harvey_00000458,test,test,data\xview2_real\test\images\hurricane-harvey_00000458_pre_disaster.png,data\xview2_real\test\images\hurricane-harvey_00000458_post_disaster.png,data\xview2_real\test\masks\hurricane-harvey_00000458_post_disaster_target.png
santa-rosa-wildfire_00000172,test,test,data\xview2_real\test\images\santa-rosa-wildfire_00000172_pre_disaster.png,data\xview2_real\test\images\santa-rosa-wildfire_00000172_post_disaster.png,data\xview2_real\test\masks\santa-rosa-wildfire_00000172_post_disaster_target.png
hurricane-florence_00000172,test,test,data\xview2_real\test\images\hurricane-florence_00000172_pre_disaster.png,data\xview2_real\test\images\hurricane-florence_00000172_post_disaster.png,data\xview2_real\test\masks\hurricane-florence_00000172_post_disaster_target.png
socal-fire_00000518,test,test,data\xview2_real\test\images\socal-fire_00000518_pre_disaster.png,data\xview2_real\test\images\socal-fire_00000518_post_disaster.png,data\xview2_real\test\masks\socal-fire_00000518_post_disaster_target.png
hurricane-michael_00000447,test,test,data\xview2_real\test\images\hurricane-michael_00000447_pre_disaster.png,data\xview2_real\test\images\hurricane-michael_00000447_post_disaster.png,data\xview2_real\test\masks\hurricane-michael_00000447_post_disaster_target.png
midwest-flooding_00000274,test,test,data\xview2_real\test\images\midwest-flooding_00000274_pre_disaster.png,data\xview2_real\test\images\midwest-flooding_00000274_post_disaster.png,data\xview2_real\test\masks\midwest-flooding_00000274_post_disaster_target.png
hurricane-matthew_00000395,test,test,data\xview2_real\test\images\hurricane-matthew_00000395_pre_disaster.png,data\xview2_real\test\images\hurricane-matthew_00000395_post_disaster.png,data\xview2_real\test\masks\hurricane-matthew_00000395_post_disaster_target.png
midwest-flooding_00000179,test,test,data\xview2_real\test\images\midwest-flooding_00000179_pre_disaster.png,data\xview2_real\test\images\midwest-flooding_00000179_post_disaster.png,data\xview2_real\test\masks\midwest-flooding_00000179_post_disaster_target.png
socal-fire_00001200,test,test,data\xview2_real\test\images\socal-fire_00001200_pre_disaster.png,data\xview2_real\test\images\socal-fire_00001200_post_disaster.png,data\xview2_real\test\masks\socal-fire_00001200_post_disaster_target.png
mexico-earthquake_00000022,test,test,data\xview2_real\test\images\mexico-earthquake_00000022_pre_disaster.png,data\xview2_real\test\images\mexico-earthquake_00000022_post_disaster.png,data\xview2_real\test\masks\mexico-earthquake_00000022_post_disaster_target.png
hurricane-florence_00000378,test,test,data\xview2_real\test\images\hurricane-florence_00000378_pre_disaster.png,data\xview2_real\test\images\hurricane-florence_00000378_post_disaster.png,data\xview2_real\test\masks\hurricane-florence_00000378_post_disaster_target.png
hurricane-matthew_00000262,test,test,data\xview2_real\test\images\hurricane-matthew_00000262_pre_disaster.png,data\xview2_real\test\images\hurricane-matthew_00000262_post_disaster.png,data\xview2_real\test\masks\hurricane-matthew_00000262_post_disaster_target.png
palu-tsunami_00000082,test,test,data\xview2_real\test\images\palu-tsunami_00000082_pre_disaster.png,data\xview2_real\test\images\palu-tsunami_00000082_post_disaster.png,data\xview2_real\test\masks\palu-tsunami_00000082_post_disaster_target.png
santa-rosa-wildfire_00000311,test,test,data\xview2_real\test\images\santa-rosa-wildfire_00000311_pre_disaster.png,data\xview2_real\test\images\santa-rosa-wildfire_00000311_post_disaster.png,data\xview2_real\test\masks\santa-rosa-wildfire_00000311_post_disaster_target.png
hurricane-matthew_00000274,test,test,data\xview2_real\test\images\hurricane-matthew_00000274_pre_disaster.png,data\xview2_real\test\images\hurricane-matthew_00000274_post_disaster.png,data\xview2_real\test\masks\hurricane-matthew_00000274_post_disaster_target.png
mexico-earthquake_00000189,test,test,data\xview2_real\test\images\mexico-earthquake_00000189_pre_disaster.png,data\xview2_real\test\images\mexico-earthquake_00000189_post_disaster.png,data\xview2_real\test\masks\mexico-earthquake_00000189_post_disaster_target.png
midwest-flooding_00000160,test,test,data\xview2_real\test\images\midwest-flooding_00000160_pre_disaster.png,data\xview2_real\test\images\midwest-flooding_00000160_post_disaster.png,data\xview2_real\test\masks\midwest-flooding_00000160_post_disaster_target.png
socal-fire_00000148,test,test,data\xview2_real\test\images\socal-fire_00000148_pre_disaster.png,data\xview2_real\test\images\socal-fire_00000148_post_disaster.png,data\xview2_real\test\masks\socal-fire_00000148_post_disaster_target.png
hurricane-harvey_00000445,test,test,data\xview2_real\test\images\hurricane-harvey_00000445_pre_disaster.png,data\xview2_real\test\images\hurricane-harvey_00000445_post_disaster.png,data\xview2_real\test\masks\hurricane-harvey_00000445_post_disaster_target.png
hurricane-matthew_00000019,test,test,data\xview2_real\test\images\hurricane-matthew_00000019_pre_disaster.png,data\xview2_real\test\images\hurricane-matthew_00000019_post_disaster.png,data\xview2_real\test\masks\hurricane-matthew_00000019_post_disaster_target.png
hurricane-matthew_00000108,test,test,data\xview2_real\test\images\hurricane-matthew_00000108_pre_disaster.png,data\xview2_real\test\images\hurricane-matthew_00000108_post_disaster.png,data\xview2_real\test\masks\hurricane-matthew_00000108_post_disaster_target.png
socal-fire_00000021,test,test,data\xview2_real\test\images\socal-fire_00000021_pre_disaster.png,data\xview2_real\test\images\socal-fire_00000021_post_disaster.png,data\xview2_real\test\masks\socal-fire_00000021_post_disaster_target.png
socal-fire_00000379,test,test,data\xview2_real\test\images\socal-fire_00000379_pre_disaster.png,data\xview2_real\test\images\socal-fire_00000379_post_disaster.png,data\xview2_real\test\masks\socal-fire_00000379_post_disaster_target.png
